Permit_Number,Owner_Name,Operating_Name,Street,City,State,Prem_Zip,Prem_County,Industry_Type,New_Permit_Flag
CA-I-22451,ALEKSANDR A LUCHINSKIY,NextiN Spirits,22269 LOCH LOMOND DR,CANYON LAKE,CA,92587,RIVERSIDE,Importer (Alcohol),0
CA-I-22452,"GCW ACQUISITIONCO, LLC",Walker Wine Company,8265 TOLOSO RD,ATASCADERO,CA,93422,SAN LUIS OBISPO,Importer (Alcohol),0
CA-I-22453,"EUROPEAN WINE RESOURCE, INC.",,2258 CENTRAL ST STE 7,RICHMOND,CA,94801,,Importer (Alcohol),0
CA-I-22454,"PROMISE WINE, LLC",Promise Wine,3524 SILVERADO TRL N,SAINT HELENA,CA,94574,NAPA,Importer (Alcohol),0
CA-I-22455,"COASTAL PROJECT, LLC",Coastal Beverage,3145 EL CAJON BLVD,SAN DIEGO,CA,92104,SAN DIEGO,Importer (Alcohol),0
CA-I-22456,"IBEROAMERICAN IMPORTS, LLC",LATINO BEER,3415 S SEPULVEDA BLVD STE 1100,LOS ANGELES,CA,90034,LOS ANGELES,Importer (Alcohol),0
CA-I-22458,"ZERO LINK MARKETS, INC.",VINOSHIPPER,904 VANESSA CT,WINDSOR,CA,95492,SONOMA,Importer (Alcohol),0
CA-I-22459,"CONDOR BUSINESS GROUP, LLC",Condor Group,1244 S CABERNET CIR,ANAHEIM,CA,92804,,Importer (Alcohol),0
CA-I-22460,"ENJOY VALLE, LLC","ENJOY VALLE, LLC",1336 CAMINITO SEPTIMO,CARDIFF BY THE SEA,CA,92007,SAN DIEGO,Importer (Alcohol),0
CA-I-22461,BUBBLES & WINES LLC,Bubbles & Wines LLC,473 E CARNEGIE DRIVE DR STE 200,SAN BERNARDINO,CA,92408,,Importer (Alcohol),0
CA-I-22462,"P&G WINE TECH, INC.","P&G Wine Tech, Inc.",2506 LA COSTA AVE,CHULA VISTA,CA,91915,SAN DIEGO,Importer (Alcohol),0
CA-I-22463,"LOPA IMPORTS, LLC",,26651 CABOT RD UNIT C139,LAGUNA HILLS,CA,92653,ORANGE,Importer (Alcohol),0
CA-I-22464,KOPICO WORLDWIDE WINE IMPORTS LLC,,1038 ARROYO LINDO CT BLDG 1038,NAPA,CA,94558,NAPA,Importer (Alcohol),0
CA-I-22465,FIVE FLIGHTS WINE CONSULTING SERVICES LLC,Five Flights Wines and Spirits,5307 & 5325 INDUSTRIAL WAY,BENICIA,CA,94510,SOLANO,Importer (Alcohol),0
CA-I-22466,PATINOS,Patinos,535 LOCKHART GULCH,SCOTTS VALLEY,CA,90566,SANTA CRUZ,Importer (Alcohol),0
CA-I-22467,"CUTWATER SPIRITS, LLC",,9750 DISTRIBUTION AVE,SAN DIEGO,CA,92121,,Importer (Alcohol),0
CA-I-22469,"VIGNERON IMPORTS, INC.",Vigneron Imports,6 BARNER PL,OAKLAND,CA,94602,,Importer (Alcohol),0
CA-I-22470,BARREL DOWN SELECTIONS LLC,Barrel Down Selections,1505 LINGATE LN,SANTA BARBARA,CA,93108,,Importer (Alcohol),0
CA-I-22471,CALIFORNIA WINE DISTRIBUTORS,California Wine Distributors,100 W AMERICAN CANYON RD STE K3,AMERICAN CANYON,CA,94503,NAPA,Importer (Alcohol),0
CA-I-22472,"NAKEDWINES.COM, INC.",Nakedwines.com,677 HANNA DR STE B,AMERICAN CANYON,CA,94503,NAPA,Importer (Alcohol),0
CA-I-22473,BAY OF SMOKES LLC,,11811 DARLINGTON AVE APT 305,LOS ANGELES,CA,90049,,Importer (Alcohol),0
CA-I-22474,"METRO PAWS, LLC",,150 E 57 ST,LOS ANGELES,CA,90011,,Importer (Alcohol),0
CA-I-22475,WSB CORPORATION,,1051 3RD ST,NORCO,CA,92860,RIVERSIDE,Importer (Alcohol),0
CA-I-22476,FIRST GROWTH BRANDS INC,,1550 TIBURON BLVD STE BLPUP-9,TIBURON,CA,94920,MARIN,Importer (Alcohol),0
CA-I-22477,GERALD STIDHAM,,7060 STEEPLE CHASE DR,SHINGLE SPRINGS,CA,95682,,Importer (Alcohol),0
CA-I-22478,"USA WINE IMPORTS, INC.",USA Wine Imports,1805 W MAGNOLIA ST,BURBANK,CA,91506,,Importer (Alcohol),0
CA-I-22479,E.B. LIITT CORP,,1245 S VAN NESS AVE,SAN FRANCISCO,CA,94110,,Importer (Alcohol),0
CA-I-22480,CHARLOTTE CHAVEZ,Quinta De Santa Clara Wine Imports,13777 PINE NEEDLES DR,DEL MAR,CA,92014,SAN DIEGO,Importer (Alcohol),0
CA-I-22481,"PROFOOD TROPICAL FRUITS, INC.",,33288 ALVARDO NILES RD,UNION CITY,CA,94587,,Importer (Alcohol),0
CA-I-22482,"CMC WINE & SPIRITS, LLC",,330 N HARPER AVE,LOS ANGELES,CA,90048,,Importer (Alcohol),0
CA-I-22483,MALPASO LLC,,842 FLOWER AVE,VENICE,CA,90291,,Importer (Alcohol),0
CA-I-22484,BONNY DOON FOOD SERVICES INC,,1185 CAMPBELL AVE,SAN JOSE,CA,95126,,Importer (Alcohol),0
CA-I-22485,UNIDOS INTERNATIONAL,Elizabeth Janele Gomez,981 43RD AVE APT 47,SACRAMENTO,CA,95831,,Importer (Alcohol),0
CA-I-22487,NAM TRAN & BAO NGUYEN,Transpacific Beverage & Trading,6300 HIGHLAND KNOLLS DR,BAKERSFIELD,CA,93306,KERN,Importer (Alcohol),0
CA-I-22488,"BARNETT VINEYARDS, L.P.",,4070 SPRING MOUNTAIN RD,SAINT HELENA,CA,94574,NAPA,Importer (Alcohol),0
CA-I-22489,LAURENCE MASUOKA,Advanced Spirits,8080 MADISON AVE STE 202,FAIR OAKS,CA,95628,SACRAMENTO,Importer (Alcohol),0
CA-I-22490,"CRAFTWURX, LLC",Neutopia Cyder,10045 CARROLL CANYON RD STE A,SAN DEIGO,CA,92131,SAN DIEGO,Importer (Alcohol),0
CA-I-22491,AINUR TURUBAYEVA,Gvino USA,6739 RADCLIFFE DR,SAN DIEGO,CA,92122,,Importer (Alcohol),0
CA-I-22492,COPPIA LLC,COPPIA,79 GILMAN AVE UNIT B,CAMPBELL,CA,95008,SANTA CLARA,Importer (Alcohol),0
CA-I-22493,VINEYARD SQUADRON WINES LLC,Vineyard Squadron Wines,1104 VINE ST STE A,PASO ROBLES,CA,93446,SAN LUIS OBISPO,Importer (Alcohol),0
CA-I-22494,VINO VAGABOND LLC,,167 BAY SHORE AVE,LONG BEACH,CA,90803,,Importer (Alcohol),0
CA-I-22495,EL SATIVO LLC,El Sativo,445 S FIGUEROA ST STE 3140,LOS ANGELES,CA,90071,LOS ANGELES,Importer (Alcohol),0
CA-I-22497,RAUCO WINES LLC,,4361 VALLEY BLVD UNIT K6,LOS ANGELES,CA,90032,LOS ANGELES,Importer (Alcohol),0
CA-I-22498,TAMAZ SAMSONIDZE,IBERIA WINES,1450 14TH ST APT 106,SANTA MONICA,CA,90404,,Importer (Alcohol),0
CA-I-22499,MONOLEX USA TRADING LLC,,315 EAST AVE K-8 UNIT 212,LANCASTER,CA,93535,,Importer (Alcohol),0
CA-I-22500,PETER LAI,Drinqme,2340 STANWELL CIR,CONCORD,CA,94520,,Importer (Alcohol),0
CA-I-22501,TRAMONTANE MERCHANTS LLC,Tramontane Merchants,1000 CORDOVA ST UNIT 103,PASADENA,CA,91106,LOS ANGELES,Importer (Alcohol),0
CA-I-22502,DIONYSUS INVESTMENT PARTNERS LLC,Wine & Spirits Purveyors,1807 ARLINGTON BLVD,EL CERRITO,CA,94530,CONTRA COSTA,Importer (Alcohol),0
CA-I-22503,"NAKEDWINES.COM, INC.",NAKEDWINES.COM,700 CROCKER DR BAY 3 & 4,VACAVILLE,CA,95688,SOLANO,Importer (Alcohol),0
CA-I-22504,W & W GOURMET FOOD & WINE INC.,,823 1/2 MAPLE ST,SANTA  MONICA,CA,90405,,Importer (Alcohol),0
CA-I-22505,SIENNA CHARLES LLC,,8226 MANNIX DRIVE,LOS ANGELES,CA,90046,,Importer (Alcohol),0
CA-I-22506,"3K BROTHERS, LLC",,2015 BIRCH RD STE 1009,CHULA VISTA,CA,91915,SAN DIEGO,Importer (Alcohol),0
CA-I-22507,"OGOPOGO BREWING, LLC",Ogopogo Brewing,864 COMMERCIAL AVE,SAN GABRIEL,CA,91776,LOS ANGELES,Importer (Alcohol),0
CA-I-22508,"IMPRESSION HOLDINGS, LLC",Impression Holdings,20551 CRESTLINE DR,DIAMOND BAR,CA,91765,LOS ANGELES,Importer (Alcohol),0
CA-I-22509,FRANK FU,CHF Trading,12436 BELL RANCH DR,SANTA FE SPRINGS,CA,90670,LOS ANGELES,Importer (Alcohol),0
CA-I-22510,"LIAN HWA FOODS USA, INC.",LH Foods,23497 EICHLER ST UNIT B,HAYWARD,CA,94545,ALAMEDA,Importer (Alcohol),0
CA-I-22512,UMO BEVERAGE DISTRIBUTORS,The Great Beer Company,2635 LAVERY CT UNIT 14,NEWBURY PARK,CA,91320,VENTURA,Importer (Alcohol),0
CA-I-22513,UNITED BEVERAGES LLC,UNITED BEVERAGES,17517 FABRICA WAY STE L,CERRITOS,CA,90703,LOS ANGELES,Importer (Alcohol),0
CA-I-22514,"SINGLA SPICES, INC.",Singla Spices,17813 S MAIN ST STE 115,GARDENA,CA,90248,,Importer (Alcohol),0
CA-I-22515,COMMERCIUS,,150 OCEAN PARK BLVD 418,SANTA MONICA,CA,90405,LOS ANGELES,Importer (Alcohol),0
CA-I-22516,JOHNBENAVI GROUP,,9417 CANYON OAKS CT,RANCHO CUCAMONGA,CA,91730,,Importer (Alcohol),0
CA-I-22517,"LIBERATION DISTRIBUTION, LLC",LibDib,930 MCLAUGHLIN AVE,SAN JOSE,CA,95122,SANTA CLARA,Importer (Alcohol),0
CA-I-22518,"MAGNA GLOBAL TRADING, LLC",,2515 TROY AVE STE F,SOUTH EL MONTE,CA,91733,LOS ANGELES,Importer (Alcohol),0
CA-I-22520,"LIQUID ASSETS COLLECTIVE, LLC",,77 LARKSPUR ST,SAN RAFAEL,CA,94901,,Importer (Alcohol),0
CA-I-22521,HEMILANE INC.,R6 Distillery,909 E EL SEGUNDO BLVD,EL SEGUNDO,CA,90245,,Importer (Alcohol),0
CA-I-22522,PARK STREET IMPORTS LLC,,11265 BEECH AVE,FONTANA,CA,92337,SAN BERNARDINO,Importer (Alcohol),0
CA-I-22523,"SAZZOS, INC",,1487 POINSETTIA AVE STE 121,VISTA,CA,92081,SAN DIEGO,Importer (Alcohol),0
CA-I-22524,VINTNER'S STASH LLC,,103 KAY CT,CLOVERDALE,CA,95425,SONOMA,Importer (Alcohol),0
CA-I-22525,"LIBERATION DISTRIBUTION, LLC",LibDib,6980 SANTA TERESA BLVD STE 201,SAN JOSE,CA,95119,,Importer (Alcohol),0
CA-I-22526,HB TEQUILA LLC,Hacienda de la Barquera,17332 IRVINE BLVD STE 284,TUSTIN,CA,92780,ORANGE,Importer (Alcohol),0
CA-I-22527,MGWINO HOLDING LLC,,150 CHERRY CREEK RD,CLOVERDALE,CA,95425,,Importer (Alcohol),0
CA-I-22528,VINANA LLC,VINANA,25811 CLAWITER RD #413C,HAYWARD,CA,94545,ALAMEDA,Importer (Alcohol),0
CA-I-22529,SWISH BEVERAGES LLC,,3813 EFFIE ST,LOS ANGELES,CA,90026,,Importer (Alcohol),0
CA-I-22530,"TWO KINGS WINE COMPANY, LLC",Christopher Creek Winery,641 LIMERICK LN,HEALDSBURG,CA,95448,,Importer (Alcohol),0
CA-I-22531,GIANCARLO IMPORTS LLC,,872 SIERRA VISTA DR UNIT 10,TWIN PEAKS,CA,92391,SAN BERNARDINO,Importer (Alcohol),0
CA-I-22532,"MAESTRI ITALIANI, LLC",Maestri Italiani,2504 TRANSPORTATION AVE STE B,NATIONAL CITY,CA,91950,,Importer (Alcohol),0
CA-I-22533,PARAMJOT SINGH,Folsom wine & spirits,6606 FOLSOM AUBURN RD STE 7,FOLSOM,CA,95630,SACRAMENTO,Importer (Alcohol),0
CA-I-22534,IVAN SALAZAR,,2434 SOUTHPORT WAY STE P,NATIONAL CITY,CA,91950,SAN DIEGO,Importer (Alcohol),0
CA-I-22535,"LUIZ PORTO IMPORTS, LLC",,3840 COTTONWOOD GROVE TRL,CALABASAS,CA,91301,LOS ANGELES,Importer (Alcohol),0
CA-I-22536,"SUNNY BEV, LLC",SUNNY BEV,3056 ROSWELL ST,LOS ANGELES,CA,90065,LOS ANGELES COUNTY,Importer (Alcohol),0
CA-I-22537,PALACIO GLOBAL INC,,3140 E GARVEY AVE S,WEST COVINA,CA,91791,LOS ANGELES,Importer (Alcohol),0
CA-I-22538,VARDA LLC,Varda Wine,324 RICHARDSON DR,MILL VALLEY,CA,94941,MARIN,Importer (Alcohol),0
CA-I-22539,VINCENT TARUOURA,Metis Consulting,2015 BATAAN RD UNIT 201,REDONDO BEACH,CA,90278,,Importer (Alcohol),0
CA-I-22540,GLORIOUS EARTH WINE COMPANY LLC,Glorious Earth Wine Company,2806 ESTURION CT,CARLSBAD,CA,92009,,Importer (Alcohol),0
CA-I-22541,ARZ VENTURES INC.,,74855 JONI DR STE 4,PALM DESERT,CA,92260,,Importer (Alcohol),0
CA-I-22542,LA FURIA RIOJA INC.,,7850 WILLIS AVE,VAN NUYS,CA,91402,LOS ANGELES,Importer (Alcohol),0
CA-I-22543,GIULIANO BELLE,,13904 CRENSHAW BLVD,GARDENA,CA,90249,LOS ANGELES,Importer (Alcohol),0
CA-I-22544,"ICSOURCING & LOGISTICS, INC.",,10631 OAKBEND DR,SAN DIEGO,CA,92131,,Importer (Alcohol),0
CA-I-22545,HR IMPORTER AND DISTRIBUTOR,HR IMPORTER AND DISTRIBUTOR,1256 W BROOKS ST UNIT B,ONTARIO,CA,91762,RIVERSIDE,Importer (Alcohol),0
CA-I-22546,"BRACUS IMPORTS, LLC",,1091 ESSEX AVE,RICHMOND,CA,94801,CONTRA COSTA,Importer (Alcohol),0
CA-I-22547,PICAYUNE CELLARS LLC,,2747 NAPA VALLEY CORPORATE DR,NAPA,CA,94558,NAPA,Importer (Alcohol),0
CA-I-22548,MICHAEL LANGE,,727 FILIP RD,LOS ALTOS,CA,94024,,Importer (Alcohol),0
CA-I-22549,COURTIER LLC,Courtier,2266 CENTRAL ST STE 3A,RICHMOND,CA,94801,,Importer (Alcohol),0
CA-I-22551,CRAFT & STILL INC,Craft & Still,3400 TORO LN,MORRO BAY,CA,93442,,Importer (Alcohol),0
CA-I-22552,"KESL TRADING CO., INC.",,13285 AMAR RD,CITY OF INDUSTRY,CA,91746,LOS ANGELES,Importer (Alcohol),0
CA-I-22553,RON COLÓN SALVADOREÑO LLC,RON COLÓN SALVADOREÑO,4455 LOS FELIZ BLVD APT 801,LOS ANGELES,CA,90027,,Importer (Alcohol),0
CA-I-22554,CHELAMATES LLC,,14927 GAGELY DR APT 9,LA MIRADA,CA,90638,,Importer (Alcohol),0
CA-I-22555,NINE PALACIO DISTRIBUTION INC.,,11780 W PICO BLVD,LOS ANGELES,CA,90064,,Importer (Alcohol),0
CA-I-22556,GEOVINE IMPORTS LLC,,17946 AGUAMIEL RD,SAN DIEGO,CA,92127,,Importer (Alcohol),0
CA-I-22557,LEONIDES LLC,,4456 INVERNESS DR,OCEANSIDE,CA,92057,SAN DIEGO,Importer (Alcohol),0
